99
128
500
102,m
60,m
16,r
119,m
98,r
92,r
23,m
15,r
56,m
20,m
11,r
5,m
117,r
48,m
44,m
74,m
2,r
125,m
94,m
37,r
109,m
67,m
27,r
90,m
59,r
59,m
76,m
66,r
119,r
13,r
94,m
76,m
66,r
126,r
89,m
43,r
94,m
101,r
65,r
41,r
118,m
61,m
53,r
93,m
73,m
8,m
108,m
14,r
43,r
9,m
106,r
29,r
69,r
126,r
121,m
12,r
30,m
70,r
18,m
36,r
99,m
72,r
124,r
30,m
91,m
115,m
84,m
26,m
71,m
54,m
109,r
13,m
29,m
102,m
41,r
51,m
11,m
50,m
53,m
19,r
31,m
92,r
34,r
99,r
122,r
74,r
127,r
39,m
23,m
4,m
122,r
90,m
48,m
112,r
11,m
33,r
23,m
60,m
35,r
85,r
38,r
22,m
38,r
114,r
107,m
86,m
86,m
68,r
104,r
20,m
71,m
43,r
51,r
117,r
78,r
42,m
28,m
93,r
69,r
42,r
8,m
46,m
5,r
102,m
26,r
79,m
114,m
69,m
102,r
96,m
40,r
64,r
110,m
52,m
77,m
23,m
60,r
96,r
125,r
71,m
11,m
120,r
116,m
48,r
103,m
110,m
49,r
9,m
97,m
0,r
52,r
81,r
102,m
46,m
19,m
87,m
98,m
69,m
116,m
110,r
83,m
87,r
72,m
13,r
75,r
38,m
68,m
86,m
9,m
112,m
51,r
63,m
104,m
126,r
65,m
66,r
118,m
51,m
89,m
93,r
69,m
111,m
52,r
99,r
104,r
86,m
8,m
118,m
80,r
121,m
76,r
61,r
121,r
5,r
125,r
63,m
115,r
127,m
127,m
82,r
99,m
16,m
53,r
33,r
119,m
10,m
122,m
35,m
51,m
66,r
51,m
92,m
17,m
35,m
124,m
30,m
62,m
53,m
94,r
38,m
97,r
1,r
87,r
125,m
35,m
127,r
6,r
71,r
13,m
127,m
16,m
89,r
87,m
6,r
42,r
16,r
74,m
25,r
9,r
15,r
4,r
20,r
101,m
26,r
95,r
113,r
2,r
69,m
80,m
114,m
127,m
81,m
40,m
22,m
41,r
50,m
12,m
35,r
108,r
108,m
58,m
67,r
75,r
67,m
98,m
15,r
84,m
7,r
107,m
64,r
60,r
65,r
76,r
119,m
90,r
71,m
116,r
4,m
89,m
7,r
10,m
70,r
30,m
9,r
92,r
127,r
71,r
97,r
69,m
9,r
98,m
89,m
5,m
34,r
93,r
49,r
30,m
82,r
77,r
57,m
104,r
46,m
120,r
51,r
127,r
98,r
1,r
76,r
107,m
97,m
110,r
57,m
63,r
61,m
27,r
90,m
101,m
0,r
110,r
64,m
21,m
88,m
21,m
63,r
7,m
58,r
125,r
66,m
33,m
76,m
52,r
68,m
36,m
103,m
81,r
34,m
45,r
5,r
108,r
25,m
24,m
98,r
8,m
115,r
0,m
47,r
44,r
120,r
96,r
49,r
35,r
28,m
118,m
126,r
48,r
96,r
68,m
98,r
92,m
8,r
72,m
31,r
21,m
121,r
110,r
118,m
27,m
35,m
126,m
82,m
40,m
119,r
116,m
77,m
106,r
0,m
50,m
39,r
127,r
77,r
108,m
16,r
25,r
30,m
54,m
125,m
109,m
33,r
73,r
79,m
71,r
101,r
19,m
58,r
121,m
89,r
40,m
79,r
34,r
106,m
85,m
18,m
47,r
56,r
124,m
108,m
48,m
83,m
107,m
63,m
72,r
0,m
61,r
27,m
85,r
18,m
63,r
64,m
99,m
23,r
101,r
58,m
62,m
44,r
14,r
79,r
113,r
1,r
98,r
69,r
41,r
111,r
64,m
17,r
80,r
30,r
22,r
50,m
45,m
30,r
60,r
75,r
102,m
38,r
78,m
119,m
46,m
10,r
34,m
11,r
62,r
85,m
75,r
11,r
48,m
114,r
61,r
104,r
92,m
14,r
20,m
110,m
0,m
85,m
9,m
70,m
99,m
43,r
33,m
12,r
24,r
102,r
97,r
100,r
93,r
25,r
122,r
73,r
49,r
114,m
38,r
126,m
81,m
92,m
77,m
13,r
13,r
42,r
36,r
118,m
49,m
70,r
3,r
11,r
78,r
91,r
98,m
113,r
63,m
98,r
