63
64
500
2,m
45,m
29,m
44,m
52,m
44,m
7,m
12,r
8,r
48,m
25,r
20,r
47,r
60,m
57,r
44,r
25,r
55,r
44,m
58,m
34,r
35,m
19,r
44,m
40,m
5,m
11,r
61,m
42,m
3,r
59,m
25,r
31,m
13,m
10,r
39,m
35,m
42,r
7,m
15,m
10,m
63,m
1,r
31,r
36,r
23,r
5,r
42,r
60,m
49,r
10,r
58,r
59,r
57,r
14,r
49,m
41,m
32,r
24,m
28,m
18,r
62,m
47,r
32,m
51,r
48,m
19,r
28,r
41,r
45,m
31,r
6,r
51,m
41,m
61,r
25,r
0,m
5,m
40,m
38,r
31,m
46,r
53,m
51,m
29,m
6,r
32,m
28,m
40,m
0,m
47,r
49,r
55,r
60,r
40,m
12,r
46,m
20,m
60,m
21,r
58,r
18,r
63,m
27,r
8,r
43,r
12,r
62,m
40,m
27,m
24,m
16,m
52,m
37,r
56,r
24,m
63,m
50,m
37,m
3,r
31,r
19,r
11,m
5,r
60,m
14,r
61,m
60,m
45,r
45,r
12,r
53,r
45,m
41,r
1,m
6,r
3,m
49,m
56,m
46,m
18,m
22,r
12,r
56,r
16,r
60,r
25,m
5,r
41,r
10,r
7,m
46,m
2,m
18,r
42,r
1,r
50,r
28,r
54,r
46,r
62,m
44,r
26,r
27,m
31,m
45,m
20,r
38,m
28,m
44,m
0,r
33,r
49,r
10,r
29,m
43,r
54,r
4,m
56,m
22,r
7,r
61,m
29,m
11,m
56,m
41,r
49,r
52,r
2,m
36,m
6,m
42,r
28,r
37,m
21,r
25,m
15,m
45,m
54,r
2,m
51,r
38,m
11,r
4,r
4,m
3,m
8,r
54,r
18,r
55,m
42,m
63,r
12,m
34,m
55,m
55,r
27,r
3,m
54,r
47,m
18,m
21,r
13,m
19,r
0,r
3,m
21,r
33,m
58,m
5,r
29,r
53,r
3,m
37,r
24,r
43,r
46,m
23,m
43,r
23,m
2,m
3,m
21,m
33,m
7,m
13,m
3,r
58,m
5,m
61,r
2,m
56,m
4,m
4,r
57,r
55,m
24,m
22,m
51,r
23,r
41,m
48,r
42,m
17,m
26,m
14,m
9,r
4,m
57,m
1,r
17,m
38,m
39,r
37,r
31,m
1,m
19,m
19,r
22,r
61,r
46,r
13,r
2,m
20,m
33,r
31,r
15,r
34,r
3,r
23,m
17,r
16,m
7,m
25,m
40,r
9,r
8,r
31,m
0,r
16,m
26,m
60,m
59,r
8,r
13,m
3,m
35,r
12,r
20,m
29,r
56,m
5,m
18,r
49,r
39,r
9,r
41,m
3,r
8,m
52,r
57,m
60,m
1,m
55,r
28,r
59,r
5,m
37,r
42,m
28,r
55,r
43,m
48,r
5,r
44,m
27,r
54,m
41,r
20,r
49,r
38,r
62,m
24,r
54,m
34,m
40,m
55,r
49,m
57,r
26,r
52,m
40,m
60,m
40,r
23,r
31,m
42,m
35,m
20,r
40,r
20,m
5,m
3,m
46,r
44,r
50,r
15,m
33,r
45,m
34,r
19,m
57,r
63,r
17,m
48,r
4,m
10,m
28,r
46,r
58,m
6,r
13,m
17,r
39,m
63,m
13,m
22,m
35,r
3,m
9,m
41,r
5,m
54,m
22,r
53,r
37,m
54,m
11,r
55,m
19,m
59,r
53,r
26,m
19,r
62,m
43,m
56,m
0,m
11,r
23,r
12,r
34,r
22,r
20,r
55,m
16,r
28,m
39,r
13,r
20,m
47,r
37,r
45,r
51,r
31,r
12,r
35,r
18,r
30,m
2,r
45,r
18,m
51,m
42,m
8,m
5,r
15,r
20,m
41,r
28,r
31,r
56,r
48,r
13,r
46,r
50,m
36,m
13,m
7,m
5,m
41,r
10,r
38,r
37,r
45,r
58,r
21,m
33,r
63,r
3,m
4,r
58,m
60,r
53,r
46,m
9,m
62,m
0,r
50,m
58,m
12,m
9,m
36,m
43,r
39,r
33,m
47,m
21,r
49,m
45,r
41,r
50,m
8,r
52,r
16,m
56,m
21,m
49,r
15,m
54,m
48,r
47,r
40,r
43,m
16,m
17,r
54,m
14,r
58,r
41,r
